year,region_name,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,link_length_km,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles
2017,London,174,City of London,E09000001,A3211,PA,Major,0.1,4590,2671,18466,1191,6816,1048,222,905,48,62,83,2368,31512
2018,London,174,City of London,E09000001,A3211,PA,Major,0.1,4533,2691,18450,1146,6956,1053,219,731,47,60,80,2191,31433
2019,London,174,City of London,E09000001,A3211,PA,Major,0.1,4248,2839,18498,1139,6952,1036,221,767,47,60,79,2211,31639
2020,London,174,City of London,E09000001,A3211,PA,Major,0.1,5256,2163,14022,949,6061,916,184,634,40,53,69,1897,25092
2021,London,174,City of London,E09000001,A3211,PA,Major,0.1,4695,2468,15128,957,6462,966,198,699,43,56,74,2036,27051
2022,London,174,City of London,E09000001,A3211,PA,Major,0.1,5555,1982,14559,679,5946,1461,209,840,16,27,195,2748,25913
2023,London,174,City of London,E09000001,A3211,PA,Major,0.1,5696,2011,14528,685,6051,1453,202,823,16,26,184,2703,25978
2016,London,174,City of London,E09000001,A1211,PA,Major,0.1,839,1375,9664,151,2289,412,61,66,14,4,3,560,14039
2016,London,174,City of London,E09000001,A1211,PA,Major,0.1,839,1375,9664,151,2289,412,61,66,14,4,3,560,14039
2017,London,174,City of London,E09000001,A1211,PA,Major,0.1,819,1425,9661,145,2270,405,65,57,12,4,3,546,14047
2016,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,366,3261,94651,852,21021,2393,197,2082,61,772,347,5851,125637
2017,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,236,3998,94397,961,23370,4007,501,1913,123,110,724,7379,130106
2018,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,233,4029,94314,924,23848,4025,495,1546,122,107,696,6992,130107
2019,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,719,3955,95991,729,23133,4280,421,1710,201,129,852,7594,131402
2020,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,988,3482,81200,604,21165,3685,369,1498,156,73,756,6537,112988
2021,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,801,4922,74902,653,20947,3390,449,1250,119,82,612,5902,107326
2022,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,840,4968,79430,700,21790,3942,430,1334,160,285,407,6558,113447
2023,London,93,Tower Hamlets,E09000030,A13,PA,Major,0.2,344,6237,84374,693,21688,3855,449,1466,131,143,415,6459,119452
2016,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,75,1544,33237,374,7784,1625,143,1457,47,77,107,3456,46395
2017,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,73,1600,33227,359,7719,1598,152,1248,42,77,105,3222,46127
2018,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,59,1589,36082,205,9016,1662,162,810,63,54,139,2890,49781
2019,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,33,1631,39102,158,8943,1662,177,844,42,39,140,2905,52738
2020,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,108,1756,29249,83,7692,1209,139,726,39,18,81,2211,40990
2021,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,89,2470,29972,96,8359,1349,160,554,50,17,163,2294,43190
2022,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,71,2163,32226,140,7675,1555,144,533,40,28,102,2402,44606
2023,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.5,91,2407,34428,145,7890,1536,188,429,28,34,127,2341,47211
2016,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,75,1544,33237,374,7784,1625,143,1457,47,77,107,3456,46395
2017,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,73,1600,33227,359,7719,1598,152,1248,42,77,105,3222,46127
2018,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,59,1589,36082,205,9016,1662,162,810,63,54,139,2890,49781
2019,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,33,1631,39102,158,8943,1662,177,844,42,39,140,2905,52738
2020,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,108,1756,29249,83,7692,1209,139,726,39,18,81,2211,40990
2021,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,89,2470,29972,96,8359,1349,160,554,50,17,163,2294,43190
2022,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,71,2163,32226,140,7675,1555,144,533,40,28,102,2402,44606
2023,London,93,Tower Hamlets,E09000030,A1261,PA,Major,0.2,91,2407,34428,145,7890,1536,188,429,28,34,127,2341,47211
2016,London,125,Waltham Forest,E09000031,A11,PA,Major,0.1,98,86,5291,121,701,132,8,11,0,1,0,152,6351
2017,London,125,Waltham Forest,E09000031,A11,PA,Major,0.1,99,83,5284,118,742,136,8,12,0,1,0,157,6384
2016,London,134,Croydon,E09000008,A214,PA,Major,1.4,148,170,5985,566,1383,170,7,21,6,2,9,215,8320
2017,London,134,Croydon,E09000008,A214,PA,Major,1.4,144,176,5983,544,1371,167,8,18,6,2,8,209,8284
2018,London,134,Croydon,E09000008,A214,PA,Major,1.4,142,178,5978,523,1399,168,7,14,6,2,8,206,8284
2019,London,134,Croydon,E09000008,A214,PA,Major,1.4,133,188,5994,520,1399,165,8,15,6,2,8,204,8304
2020,London,134,Croydon,E09000008,A214,PA,Major,1.4,165,143,4544,433,1219,146,6,12,5,2,7,179,6518
2021,London,134,Croydon,E09000008,A214,PA,Major,1.4,180,396,5657,676,1254,178,10,12,15,8,6,229,8212
2022,London,134,Croydon,E09000008,A214,PA,Major,1.4,185,457,5810,684,1362,189,10,13,17,9,6,243,8556
2023,London,134,Croydon,E09000008,A214,PA,Major,1.4,189,464,5798,690,1386,188,10,12,16,8,5,240,8577
2016,London,121,Enfield,E09000010,A105,PA,Major,1.8,50,41,10808,154,959,153,7,0,0,0,0,160,12123
2016,London,121,Enfield,E09000010,A105,PA,Major,2.5,87,90,10107,35,1842,117,22,92,11,25,17,284,12358
2016,London,134,Croydon,E09000008,A232,PA,Major,0.2,118,445,25812,131,4212,333,70,179,13,56,144,795,31396
2017,London,134,Croydon,E09000008,A232,PA,Major,0.2,77,386,22922,420,3521,272,62,67,42,53,60,556,27803
2018,London,134,Croydon,E09000008,A232,PA,Major,0.2,76,389,22901,404,3592,274,61,54,41,51,57,539,27826
2019,London,134,Croydon,E09000008,A232,PA,Major,0.2,71,410,22961,401,3591,269,62,57,42,51,57,538,27901
2020,London,134,Croydon,E09000008,A232,PA,Major,0.2,88,313,17406,335,3130,238,51,47,35,45,50,467,21650
2021,London,134,Croydon,E09000008,A232,PA,Major,0.2,79,357,18778,337,3337,251,55,52,38,48,53,497,23307
2022,London,134,Croydon,E09000008,A232,PA,Major,0.2,81,411,19288,341,3623,268,59,53,41,50,52,523,24186
2023,London,134,Croydon,E09000008,A232,PA,Major,0.2,83,417,19248,344,3687,266,57,52,39,49,50,512,24209
2016,London,145,Camden,E09000007,A501,PA,Major,0.2,1583,3474,43213,1648,7734,1294,113,325,26,52,114,1923,57992
2017,London,145,Camden,E09000007,A501,PA,Major,0.2,1697,2859,40934,1313,8887,790,133,185,46,69,53,1274,55268
2018,London,145,Camden,E09000007,A501,PA,Major,0.2,1676,2881,40898,1264,9068,793,131,149,46,66,51,1236,55348
2019,London,145,Camden,E09000007,A501,PA,Major,0.2,1570,3040,41005,1256,9064,780,133,156,46,67,50,1232,55597
2020,London,145,Camden,E09000007,A501,PA,Major,0.2,1943,2316,31084,1047,7902,690,110,129,39,59,44,1071,43420
2021,London,145,Camden,E09000007,A501,PA,Major,0.2,1735,2642,33534,1056,8425,728,119,143,41,62,47,1140,46797
2022,London,145,Camden,E09000007,A501,PA,Major,0.2,1777,3047,34445,1069,9146,776,126,146,45,66,46,1204,48910
2023,London,145,Camden,E09000007,A501,PA,Major,0.2,1822,3091,34373,1078,9308,771,122,143,43,64,44,1186,49035
2016,London,176,Bromley,E09000006,A233,PA,Major,2.1,43,116,13634,334,2252,205,17,158,5,4,3,392,16729
2017,London,176,Bromley,E09000006,A233,PA,Major,2.1,46,84,14188,417,2160,130,18,26,12,7,2,195,17043
2018,London,176,Bromley,E09000006,A233,PA,Major,2.1,45,84,14175,401,2204,130,18,21,12,7,2,190,17055
2019,London,176,Bromley,E09000006,A233,PA,Major,2.1,42,89,14212,399,2203,128,18,22,12,7,2,189,17092
2020,London,176,Bromley,E09000006,A233,PA,Major,2.1,52,68,10773,332,1921,114,15,18,10,6,2,164,13259
2021,London,176,Bromley,E09000006,A233,PA,Major,2.1,47,77,11623,335,2048,120,16,20,11,6,2,175,14258
2022,London,176,Bromley,E09000006,A233,PA,Major,2.1,48,89,11938,339,2223,128,17,20,11,7,2,185,14775
2023,London,176,Bromley,E09000006,A233,PA,Major,2.1,49,91,11913,342,2262,127,16,20,11,7,2,183,14791
2016,London,176,Bromley,E09000006,A233,PA,Major,1.8,17,69,8129,49,1506,121,7,13,13,2,4,159,9912
2017,London,176,Bromley,E09000006,A233,PA,Major,1.8,17,67,8119,47,1594,125,7,13,13,2,4,164,9992
2018,London,176,Bromley,E09000006,A233,PA,Major,1.8,20,66,8081,45,1671,126,8,14,13,2,4,167,10029
2019,London,176,Bromley,E09000006,A233,PA,Major,1.8,20,71,8098,44,1664,125,8,14,13,2,4,166,10044
2020,London,176,Bromley,E09000006,A233,PA,Major,1.8,26,52,5914,28,1424,113,7,13,12,2,4,149,7568
2021,London,176,Bromley,E09000006,A233,PA,Major,1.8,19,54,6467,34,1631,123,7,14,12,2,4,162,8348
2022,London,176,Bromley,E09000006,A233,PA,Major,1.8,19,60,6941,36,1817,126,8,14,13,2,4,167,9020
2023,London,176,Bromley,E09000006,A233,PA,Major,1.8,18,56,7113,36,1852,126,7,13,13,2,4,165,9222
2016,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,3,993,80734,347,14587,3794,431,805,293,366,1909,7597,104257
2017,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,3,1047,87475,366,16749,4239,484,905,323,397,2129,8476,114113
2018,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,4,1017,86253,342,17386,4257,490,948,321,394,2152,8562,113559
2019,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,5,1091,86274,337,17294,4211,511,979,324,395,2126,8547,113542
2020,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,6,940,72961,250,17137,4386,513,1000,334,418,2203,8854,100142
2021,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,5,935,76669,284,18865,4592,528,1048,341,422,2230,9161,105914
2022,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,5,1014,80634,298,20597,4623,537,1051,352,425,2249,9237,111780
2023,London,66,Hillingdon,E09000017,A40,PA,Major,0.2,4,812,71362,252,18213,4015,444,845,299,367,1832,7802,98441
2016,London,66,Hillingdon,E09000017,A40,PA,Major,0.9,3,794,64587,277,11669,3035,345,644,234,292,1527,6078,83406
2017,London,66,Hillingdon,E09000017,A40,PA,Major,0.9,2,801,64560,284,12432,3171,349,694,238,299,1573,6325,84401
2018,London,66,Hillingdon,E09000017,A40,PA,Major,0.9,5,859,65763,286,12441,2400,328,926,126,387,1111,5278,84627
2019,London,66,Hillingdon,E09000017,A40,PA,Major,0.9,0,1015,66220,304,12941,2422,297,695,140,322,1228,5106,85585
2016,London,66,Hillingdon,E09000017,A40,PA,Major,0.3,34,1140,78792,473,16514,1773,292,755,258,895,815,4787,101707
2017,London,66,Hillingdon,E09000017,A40,PA,Major,0.3,33,1182,78768,454,16376,1743,310,647,233,893,795,4621,101401
2018,London,66,Hillingdon,E09000017,A40,PA,Major,0.3,23,1012,82968,547,15520,3275,375,967,255,482,1121,6476,106522
2019,London,66,Hillingdon,E09000017,A40,PA,Major,0.3,23,929,80552,519,16026,3211,349,953,153,315,1540,6522,104548
2016,London,66,Hillingdon,E09000017,A4180,PA,Major,1.6,93,109,14843,131,1719,180,16,34,9,5,3,245,17047
2017,London,66,Hillingdon,E09000017,A4180,PA,Major,1.6,91,113,14839,125,1704,176,17,29,8,5,2,238,17019
2018,London,66,Hillingdon,E09000017,A4180,PA,Major,1.6,90,113,14826,121,1739,177,17,24,8,4,2,232,17031
2019,London,66,Hillingdon,E09000017,A4180,PA,Major,1.6,84,120,14864,120,1738,174,17,25,8,4,2,231,17073
2016,London,66,Hillingdon,E09000017,A4180,PA,Major,0.6,147,168,21763,318,3716,463,284,146,119,45,139,1197,27161
2017,London,66,Hillingdon,E09000017,A4180,PA,Major,0.6,112,191,22345,367,4125,795,272,223,151,50,149,1641,28669
2018,London,66,Hillingdon,E09000017,A4180,PA,Major,0.6,135,187,22240,347,4323,806,278,236,151,50,152,1674,28771
2019,London,66,Hillingdon,E09000017,A4180,PA,Major,0.6,133,201,22287,344,4305,799,291,244,153,51,150,1689,28826
2016,London,57,Barnet,E09000003,A1,PA,Major,0.6,47,854,47951,438,10673,1863,152,628,158,242,426,3469,63386
2017,London,57,Barnet,E09000003,A1,PA,Major,0.6,42,1202,50258,469,11133,1053,196,366,109,323,266,2313,65375
2018,London,57,Barnet,E09000003,A1,PA,Major,0.6,53,1237,52528,464,12252,1122,210,406,115,340,285,2478,68959
2019,London,57,Barnet,E09000003,A1,PA,Major,0.6,15,858,51257,345,11792,1718,236,693,76,105,461,3289,67541
2020,London,57,Barnet,E09000003,A1,PA,Major,0.6,20,731,42783,253,11428,1762,231,695,78,109,473,3348,58543
2021,London,57,Barnet,E09000003,A1,PA,Major,0.6,88,680,48078,253,12194,1631,200,447,119,250,372,3019,64225
2022,London,57,Barnet,E09000003,A1,PA,Major,0.6,86,677,46395,243,12225,1508,186,411,113,232,343,2793,62334
2023,London,57,Barnet,E09000003,A1,PA,Major,0.6,86,635,49622,290,11674,1642,155,293,74,288,303,2755,64976
2016,London,57,Barnet,E09000003,A5109,PA,Major,1.1,41,95,11682,122,1815,107,42,144,0,8,8,309,14023
2017,London,57,Barnet,E09000003,A5109,PA,Major,1.1,40,98,11678,117,1800,105,45,123,0,8,8,289,13983
2018,London,57,Barnet,E09000003,A5109,PA,Major,1.1,40,99,11668,113,1837,105,45,100,0,8,7,265,13982
2019,London,57,Barnet,E09000003,A5109,PA,Major,1.1,37,105,11698,112,1836,104,45,104,0,8,7,268,14020
2020,London,57,Barnet,E09000003,A5109,PA,Major,1.1,46,80,8868,93,1601,92,37,86,0,7,6,229,10871
2021,London,57,Barnet,E09000003,A5109,PA,Major,1.1,41,87,11031,120,1817,204,37,26,1,2,11,282,13337
2022,London,57,Barnet,E09000003,A5109,PA,Major,1.1,42,100,11330,122,1972,217,39,27,1,2,11,298,13823
2023,London,57,Barnet,E09000003,A5109,PA,Major,1.1,43,102,11307,123,2007,216,38,26,1,2,11,294,13833
2016,London,57,Barnet,E09000003,A5109,PA,Major,3.2,33,159,15165,297,2220,209,20,33,5,5,2,275,18115
2017,London,57,Barnet,E09000003,A5109,PA,Major,3.2,33,154,15146,289,2349,215,21,34,5,5,2,283,18222
2018,London,57,Barnet,E09000003,A5109,PA,Major,3.2,33,151,15074,274,2460,218,21,36,5,5,2,288,18248
2019,London,57,Barnet,E09000003,A5109,PA,Major,3.2,22,93,13140,265,2091,88,25,23,1,2,2,141,15730
2020,London,57,Barnet,E09000003,A5109,PA,Major,3.2,28,69,9596,170,1790,79,21,20,1,2,2,125,11750
2021,London,57,Barnet,E09000003,A5109,PA,Major,3.2,21,72,10494,201,2049,86,23,22,1,2,2,136,12951
2022,London,57,Barnet,E09000003,A5109,PA,Major,3.2,21,79,11263,215,2283,88,24,22,1,2,2,140,13980
2023,London,57,Barnet,E09000003,A5109,PA,Major,3.2,26,259,12380,172,1816,134,13,11,0,0,1,158,14784
2016,London,57,Barnet,E09000003,A411,PA,Major,2.3,39,183,9376,191,1294,93,18,25,8,4,3,152,11196
2017,London,57,Barnet,E09000003,A411,PA,Major,2.3,38,190,9373,184,1283,92,20,22,7,4,3,148,11177
2018,London,57,Barnet,E09000003,A411,PA,Major,2.3,37,191,9365,177,1309,92,19,18,7,4,3,143,11185
2019,London,57,Barnet,E09000003,A411,PA,Major,2.3,35,202,9389,176,1309,91,20,18,7,4,3,143,11218
2020,London,57,Barnet,E09000003,A411,PA,Major,2.3,43,154,7117,146,1141,80,16,15,6,3,2,124,8682
2021,London,57,Barnet,E09000003,A411,PA,Major,2.3,39,175,7678,148,1216,85,18,17,7,4,3,132,9350
2022,London,57,Barnet,E09000003,A411,PA,Major,2.3,40,202,7887,149,1320,90,19,17,7,4,3,140,9699
2023,London,57,Barnet,E09000003,A411,PA,Major,2.3,41,205,7870,151,1344,90,18,17,7,4,2,138,9708
2016,London,57,Barnet,E09000003,A1081,PA,Major,0.4,22,61,9043,79,1767,194,26,49,13,14,16,312,11261
2017,London,57,Barnet,E09000003,A1081,PA,Major,0.4,22,59,9032,77,1870,200,27,50,13,14,17,322,11359
2018,London,57,Barnet,E09000003,A1081,PA,Major,0.4,27,35,6984,86,1210,120,22,33,17,32,32,256,8570
2019,London,57,Barnet,E09000003,A1081,PA,Major,0.4,33,37,6999,84,1206,119,23,34,17,32,32,257,8584
2020,London,57,Barnet,E09000003,A1081,PA,Major,0.4,42,28,5111,54,1033,107,20,30,15,29,28,230,6456
2021,London,57,Barnet,E09000003,A1081,PA,Major,0.4,31,29,5589,64,1183,116,21,33,16,31,30,248,7112
2022,London,57,Barnet,E09000003,A1081,PA,Major,0.4,31,32,5999,68,1317,120,22,34,17,32,31,255,7672
2023,London,57,Barnet,E09000003,A1081,PA,Major,0.4,29,29,6148,68,1343,120,21,32,17,32,29,250,7838
2016,London,57,Barnet,E09000003,A1000,PA,Major,0.4,146,211,10349,189,2041,128,9,31,2,1,1,171,12962
2017,London,57,Barnet,E09000003,A1000,PA,Major,0.4,147,205,10337,184,2160,131,9,32,2,1,1,177,13063
2018,London,57,Barnet,E09000003,A1000,PA,Major,0.4,141,103,10372,141,1684,93,10,19,8,1,7,137,12437
2019,London,57,Barnet,E09000003,A1000,PA,Major,0.4,171,111,10395,139,1679,92,11,19,8,1,6,137,12460
2020,London,57,Barnet,E09000003,A1000,PA,Major,0.4,218,83,7591,89,1437,83,9,17,7,1,6,123,9322
2021,London,57,Barnet,E09000003,A1000,PA,Major,0.4,163,86,8301,105,1645,90,10,18,7,1,6,133,10270
2022,London,57,Barnet,E09000003,A1000,PA,Major,0.4,159,95,8909,113,1833,93,10,19,8,1,6,137,11086
2023,London,57,Barnet,E09000003,A1000,PA,Major,0.4,151,88,9130,111,1869,93,10,18,8,1,6,135,11333
2016,London,121,Enfield,E09000010,A111,PA,Major,1.1,24,127,14892,168,3044,273,29,120,11,22,24,479,18710
2017,London,121,Enfield,E09000010,A111,PA,Major,1.1,24,123,14874,164,3221,281,30,125,11,22,24,493,18875
2018,London,121,Enfield,E09000010,A111,PA,Major,1.1,23,120,14803,156,3374,285,31,132,11,22,25,505,18958
2019,London,121,Enfield,E09000010,A111,PA,Major,1,7,153,15474,182,3137,220,30,84,17,16,17,385,19331
2020,London,121,Enfield,E09000010,A111,PA,Major,1,9,114,11300,117,2685,198,26,74,15,15,16,344,14559
2021,London,121,Enfield,E09000010,A111,PA,Major,1,7,118,12357,138,3075,215,28,81,16,16,16,373,16060
2022,London,121,Enfield,E09000010,A111,PA,Major,1,7,130,13263,148,3425,221,29,83,17,16,17,384,17349
2023,London,121,Enfield,E09000010,A111,PA,Major,1,5,151,15486,174,2914,312,32,71,18,7,11,451,19176
2016,London,121,Enfield,E09000010,A1005,PA,Major,1.8,94,79,13455,130,1627,109,29,26,3,3,6,175,15467
2017,London,121,Enfield,E09000010,A1005,PA,Major,1.8,91,82,13451,125,1614,107,30,23,2,3,6,171,15442
2018,London,121,Enfield,E09000010,A1005,PA,Major,1.8,90,83,13439,120,1647,107,30,18,2,3,6,167,15455
2019,London,121,Enfield,E09000010,A1005,PA,Major,1.8,85,88,13474,119,1646,105,30,19,2,3,6,166,15492
2020,London,121,Enfield,E09000010,A1005,PA,Major,1.8,105,67,10214,99,1435,93,25,16,2,2,5,144,11959
2021,London,121,Enfield,E09000010,A1005,PA,Major,1.8,95,132,13816,139,2151,244,16,23,7,7,1,298,16535
2022,London,121,Enfield,E09000010,A1005,PA,Major,1.8,97,152,14191,140,2335,260,17,24,7,7,1,317,17135
2023,London,121,Enfield,E09000010,A1005,PA,Major,1.8,99,154,14162,141,2376,258,17,23,7,7,1,313,17147
2016,London,125,Waltham Forest,E09000031,A1069,PA,Major,1,56,73,10374,744,1140,170,12,13,0,1,0,197,12528
2017,London,125,Waltham Forest,E09000031,A1069,PA,Major,1,54,75,10371,714,1131,168,13,11,0,1,0,193,12484
2018,London,125,Waltham Forest,E09000031,A1069,PA,Major,1.1,67,87,8258,952,1232,58,12,44,0,0,0,114,10642
2019,London,125,Waltham Forest,E09000031,A1069,PA,Major,1.1,63,92,8279,946,1231,57,12,46,0,0,0,115,10663
2020,London,125,Waltham Forest,E09000031,A1069,PA,Major,1.1,77,70,6276,788,1073,51,10,38,0,0,0,98,8306
2021,London,125,Waltham Forest,E09000031,A1069,PA,Major,1.1,69,80,6771,795,1144,54,11,42,0,0,0,106,8896
2022,London,125,Waltham Forest,E09000031,A1069,PA,Major,1.1,71,92,6955,805,1242,57,11,42,0,0,0,111,9205
2023,London,125,Waltham Forest,E09000031,A1069,PA,Major,1.1,73,94,6940,811,1264,57,11,42,0,0,0,109,9219
2016,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,55,201,23171,229,5028,743,39,91,39,16,19,947,29577
2017,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,56,268,23103,219,4372,236,45,40,24,17,24,387,28349
2018,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,68,262,22995,207,4582,240,46,42,24,17,25,395,28440
2019,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,67,281,23044,205,4563,237,48,44,25,17,25,396,28490
2020,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,162,169,18061,229,3765,335,33,37,8,21,20,453,22676
2021,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,121,175,19751,271,4312,365,35,40,8,22,21,491,24998
2022,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,81,249,22293,208,3836,649,25,55,13,22,41,804,27391
2023,London,124,Redbridge,E09000026,A1112,PA,Major,0.8,76,232,22844,206,3912,651,23,51,13,22,39,799,27993
2016,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,67,169,15298,289,2395,584,35,232,8,25,5,891,19041
2017,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,68,164,15279,281,2535,602,36,241,8,25,6,918,19178
2018,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,35,128,8863,35,1907,117,21,44,18,48,27,274,11207
2019,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,42,138,8882,34,1901,115,22,45,18,48,27,276,11231
2020,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,54,103,6486,22,1627,104,19,40,16,44,24,247,8485
2021,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,40,106,7093,26,1863,113,20,43,17,46,26,265,9354
2022,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,77,213,9358,21,2093,266,22,62,19,26,51,445,12129
2023,London,168,Barking and Dagenham,E09000002,A1112,PA,Major,0.4,73,198,9589,21,2134,266,20,58,18,26,48,438,12379
2016,London,201,Havering,E09000016,A127,PA,Major,2.4,21,292,28254,81,6625,1106,65,147,151,75,121,1666,36917
2017,London,201,Havering,E09000016,A127,PA,Major,2.4,21,284,28219,79,7011,1139,67,153,154,75,124,1712,37305
2018,London,201,Havering,E09000016,A127,PA,Major,2.6,7,299,32765,69,7482,804,83,112,45,75,126,1246,41860
2019,London,201,Havering,E09000016,A127,PA,Major,2.6,9,322,32837,68,7457,797,87,116,45,75,125,1246,41930
2020,London,201,Havering,E09000016,A127,PA,Major,2.6,29,127,33612,20,9999,948,145,189,58,71,155,1565,45324
2021,London,201,Havering,E09000016,A127,PA,Major,2.6,21,132,36757,24,11450,1033,155,206,61,75,163,1693,50055
2022,London,201,Havering,E09000016,A127,PA,Major,2.6,11,148,33968,48,8464,911,108,212,55,91,117,1495,44122
2023,London,201,Havering,E09000016,A127,PA,Major,2.6,7,243,34698,46,8541,789,85,189,21,70,189,1342,44868
2016,London,201,Havering,E09000016,A1306,PA,Major,2.5,53,119,13700,45,2075,639,29,366,21,83,101,1239,17178
2017,London,201,Havering,E09000016,A1306,PA,Major,2.5,53,115,13683,44,2196,658,30,380,21,84,104,1276,17315
2018,London,201,Havering,E09000016,A1306,PA,Major,2.5,52,113,13618,42,2300,667,30,402,21,84,106,1310,17382
2019,London,201,Havering,E09000016,A1306,PA,Major,2.5,49,152,13696,40,2734,280,54,607,19,74,87,1123,17744
2016,London,176,Bromley,E09000006,A224,PA,Major,2.4,1,128,19795,74,3931,551,35,80,13,15,52,746,24674
2017,London,176,Bromley,E09000006,A224,PA,Major,2.4,1,124,19771,72,4161,568,36,83,13,15,54,768,24896
2018,London,176,Bromley,E09000006,A224,PA,Major,2.5,26,118,17350,86,3057,201,34,55,23,28,30,370,20981
2019,London,176,Bromley,E09000006,A224,PA,Major,2.5,31,126,17388,85,3047,199,35,57,24,28,29,372,21019
2020,London,176,Bromley,E09000006,A224,PA,Major,2.5,40,94,12698,55,2608,179,30,50,21,25,26,333,15787
2021,London,176,Bromley,E09000006,A224,PA,Major,2.5,30,97,13886,65,2987,195,33,55,22,27,28,359,17394
2022,London,176,Bromley,E09000006,A224,PA,Major,2.5,63,101,15190,29,2624,327,20,80,12,4,37,481,18424
2023,London,176,Bromley,E09000006,A224,PA,Major,2.5,60,93,15566,28,2676,328,19,74,12,4,35,473,18836
2016,London,176,Bromley,E09000006,A21,PA,Major,0.9,164,285,19292,213,3546,457,87,459,10,28,290,1331,24667
2017,London,176,Bromley,E09000006,A21,PA,Major,0.9,59,190,18293,81,3530,370,87,184,69,133,146,990,23083
2018,London,176,Bromley,E09000006,A21,PA,Major,0.9,59,192,18277,78,3602,372,86,149,69,129,141,945,23093
2019,London,176,Bromley,E09000006,A21,PA,Major,0.9,55,202,18324,78,3600,365,87,156,69,129,140,946,23151
2020,London,176,Bromley,E09000006,A21,PA,Major,0.9,68,154,13891,65,3139,323,72,129,59,114,122,819,18067
2021,London,176,Bromley,E09000006,A21,PA,Major,0.9,106,152,18103,83,3240,551,69,147,40,44,256,1107,22685
2022,London,176,Bromley,E09000006,A21,PA,Major,0.9,109,162,17191,77,3249,544,68,139,40,43,232,1065,21744
2023,London,176,Bromley,E09000006,A21,PA,Major,0.9,112,165,17237,78,3322,543,66,136,38,42,220,1046,21848
2016,London,134,Croydon,E09000008,A23,PA,Major,0.4,64,292,27851,242,5558,600,110,267,86,183,243,1487,35431
2017,London,134,Croydon,E09000008,A23,PA,Major,0.4,69,301,29498,250,6238,655,120,294,92,194,265,1620,37907
2018,London,134,Croydon,E09000008,A23,PA,Major,0.4,81,290,28854,232,6424,652,121,305,91,191,265,1626,37426
2019,London,134,Croydon,E09000008,A23,PA,Major,0.4,94,300,27753,220,6145,621,122,303,88,184,252,1569,35986
2020,London,134,Croydon,E09000008,A23,PA,Major,0.4,120,248,22568,157,5857,622,117,297,88,187,251,1562,30393
2021,London,134,Croydon,E09000008,A23,PA,Major,0.4,90,236,22665,170,6160,622,115,298,86,180,243,1544,30775
